Date,Predicted_Return,Predicted_Return_Centered,Actual_Return,Signal,Buy_Threshold,Sell_Threshold,Signal_Label,Is_Buy_Win,Is_Buy_Loss,Is_Sell_Win,Is_Sell_Loss,Year
2024-02-14 05:00:00,0.0077319937,0.0077477526,0.06276033,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-15 05:00:00,0.0069751837,0.0069909426,0.084767,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-16 05:00:00,0.006525826,0.006541585,0.08922682,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-20 05:00:00,0.0062675294,0.0062832884,0.13317111,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-21 05:00:00,0.0060388222,0.006054581,0.15104043,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-22 05:00:00,0.0059563844,0.0059721433,0.0073086196,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-23 05:00:00,0.0056547825,0.0056705414,0.043924477,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-26 05:00:00,0.0057485383,0.005764297,0.077694125,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-27 05:00:00,0.005806662,0.005822421,0.09233732,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-28 05:00:00,0.006157324,0.006173083,0.14216755,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-29 05:00:00,0.006267865,0.006283624,0.17141959,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-01 05:00:00,0.006598625,0.006614384,0.063845165,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-04 05:00:00,0.006970484,0.0069862427,0.006347325,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-05 05:00:00,0.00676518,0.0067809387,0.06920332,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-06 05:00:00,0.0065111034,0.0065268623,0.024667393,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-07 05:00:00,0.005992352,0.006008111,-0.050987978,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-08 05:00:00,0.0050519146,0.0050676735,0.003530247,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-11 04:00:00,0.0035504275,0.0035661862,0.03125657,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-12 04:00:00,0.0028830573,0.002898816,-0.027362833,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-13 04:00:00,0.0032732359,0.0032889945,-0.0056772614,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-14 04:00:00,0.004223025,0.004238784,0.039695803,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-15 04:00:00,0.0053498717,0.0053656306,0.073454306,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-18 04:00:00,0.006468565,0.006484324,0.07401488,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-19 04:00:00,0.007428953,0.007444712,0.035381075,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-20 04:00:00,0.008348337,0.008364096,-0.0013500069,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-21 04:00:00,0.00902621,0.009041969,-0.011800769,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-22 04:00:00,0.008160826,0.008176585,-0.041638,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
