Date,Predicted_Return,Predicted_Return_Centered,Actual_Return,Signal,Buy_Threshold,Sell_Threshold,Signal_Label,Is_Buy_Win,Is_Buy_Loss,Is_Sell_Win,Is_Sell_Loss,Year
2024-02-14,0.007748347,0.007766929,0.062760435,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-15,0.006990482,0.0070090643,0.084767215,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-16,0.006539014,0.0065575964,0.0892267,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-20,0.0062788953,0.0062974775,0.133171,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-21,0.0060494207,0.006068003,0.15104054,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-22,0.0059682294,0.0059868116,0.0073085213,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-23,0.005667155,0.0056857374,0.043924276,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-26,0.005761391,0.005779973,0.07769403,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-27,0.0058209538,0.005839536,0.09233742,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-28,0.0061712316,0.006189814,0.14216745,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-02-29,0.00628254,0.0063011223,0.17141959,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-01,0.006614115,0.0066326973,0.063845165,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-04,0.0069867894,0.0070053716,0.006347326,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-05,0.0067831157,0.006801698,0.06920341,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-06,0.0065302383,0.0065488205,0.024667393,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-07,0.0060109114,0.0060294936,-0.050987896,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-08,0.005069179,0.005087761,0.0035303342,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-11,0.00356774,0.0035863223,0.031256665,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-12,0.002894567,0.0029131493,-0.027362913,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-13,0.0032858006,0.0033043828,-0.0056772614,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-14,0.004231897,0.0042504794,0.039695628,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-15,0.005354811,0.005373393,0.07345412,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-18,0.0064727375,0.0064913197,0.07401488,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-19,0.0074327895,0.0074513718,0.035381075,2,0.0035336157,-0.009300023,BUY,True,False,False,False,2024
2024-03-20,0.008352989,0.008371572,-0.0013499224,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-21,0.00903091,0.009049493,-0.011800686,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-22,0.008146774,0.008165357,-0.041637924,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-25,0.0046403953,0.0046589775,-0.058419615,2,0.0035336157,-0.009300023,BUY,False,True,False,False,2024
2024-03-26,0.0015336901,0.0015522725,-0.038860895,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-27,0.0001963601,0.00021494237,-0.04814426,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-03-28,0.0005383897,0.000556972,-0.025986006,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
2024-04-01,0.001303832,0.0013224144,-0.035744663,1,0.0035336157,-0.009300023,NO_TRADE,False,False,False,False,2024
