,Date,Adj Close,daily_return,price_vs_sma50,price_vs_sma200,rsi14,macd,macd_signal,macd_hist,bb_bandwidth,bb_percent,atr,obv_feature,hl_spread_pct,oc_spread_pct,volume_ratio,rsi_overbought,rsi_oversold,macd_bullish,bb_squeeze
0,2010-10-18 04:00:00+00:00,0.2603809237480163,0.00620020713807512,0.08735167187456708,-0.16315852125229452,56.856375245496885,0.013886607914819483,0.018328976538057325,-0.004442368623237842,0.15187839348670082,0.4965229609433553,0.04114851470125078,0.06552610647614232,0.027288747451455535,0.005309771669901669,0.5173571788913247,0,0,0,1
1,2010-10-19 04:00:00+00:00,0.25877645611763,-0.006162001452683308,0.07724872899530821,-0.16610367609133414,55.32760529900618,0.013689261303240597,0.01740103349109398,-0.0037117721878533842,0.15187839348670082,0.4559724439291745,0.04050655626015207,-0.09204201097144339,0.031000857588923052,0.016201627019113953,1.0555340663390393,0,0,0,1
2,2010-10-20 04:00:00+00:00,0.25877645611763,0.0,0.07305088934262548,-0.16379681788210665,55.32760529900618,0.013311184890379208,0.016583063770951027,-0.0032718788805718192,0.15204611654547606,0.45889627420929263,0.03988549740457158,-0.15521165304100162,0.04428693941274674,-0.0008849971099661247,0.9440967308048511,0,0,0,1
3,2010-10-21 04:00:00+00:00,0.2541923820972442,-0.017714416872229077,0.04963294835007028,-0.17623321534495132,50.801453314922604,0.011656651673118402,0.015597781351384503,-0.003941129678266101,0.15223617180016555,0.3583048086530832,0.03912952501925013,-0.2988275205123716,0.036068496864333374,-0.018584095349708892,1.272135729524121,0,0,0,1
4,2010-10-22 04:00:00+00:00,0.2704661786556244,0.06402157462041669,0.11086018237182538,-0.12130457286053592,62.52277592244567,0.01423522324404691,0.015325269729916983,-0.001090046485870074,0.13780171206861894,0.8133942020330954,0.039614136098465806,-0.27991184447177986,0.07203393383500224,0.05734756994118689,1.6345351778075847,0,0,0,1
5,2010-10-25 04:00:00+00:00,0.2729873955249786,0.009321745446643659,0.11592064032415052,-0.11091554742284876,63.95552156433963,0.017225797023630602,0.015705375188659706,0.0015204218349708955,0.13505124990506745,0.8948842035473812,0.03898662185122018,-0.1801949784067809,0.018471935070072058,0.0016820641153472689,0.8489675336157272,0,0,1,1
6,2010-10-26 04:00:00+00:00,0.2720706760883331,-0.003358101698734406,0.10653318195952274,-0.11177274817996859,63.012248193462995,0.019272374417482918,0.01641877503442435,0.0028535993830585693,0.13207364924438786,0.8805212878760967,0.0370176929890363,-0.1777088810417227,0.032013467937723354,0.008496168287453795,0.8542138261985658,0,0,1,1
7,2010-10-27 04:00:00+00:00,0.2759672105312347,0.014321772926519039,0.11661400324755994,-0.09714994842180004,65.35146849970147,0.021446048592152968,0.017424229745970073,0.0040218188461828945,0.13710045951640742,0.9707850364888341,0.035783234914588374,-0.08725996797224887,0.029069739810873074,0.02380952139598944,0.6480636464152973,0,0,1,1
8,2010-10-28 04:00:00+00:00,0.2761964499950409,0.0008306764537893141,0.11191113996227924,-0.09441026962810818,65.48974770428231,0.023164889882099932,0.018572361773196044,0.004592528108903888,0.14623688511204452,0.9355209748544021,0.034848378697524336,0.010114817700340754,0.024896240930572418,-0.012295069953377626,0.9239558986708218,0,0,1,1
9,2010-10-29 04:00:00+00:00,0.2755088210105896,-0.00248963730150642,0.10477970271167567,-0.09475657940465415,64.65619766815388,0.024122972789980796,0.019682483976552995,0.0044404888134278,0.15565697046206264,0.8720527924284875,0.03500016550306113,0.04044105726643711,0.020798648670494125,-0.0008311949815166137,0.7493401811826806,0,0,1,0
