,Date,Adj Close,daily_return,price_vs_sma50,price_vs_sma200,rsi14,macd,macd_signal,macd_hist,bb_bandwidth,bb_percent,atr,obv_feature,hl_spread_pct,oc_spread_pct,volume_ratio,rsi_overbought,rsi_oversold,macd_bullish,bb_squeeze
0,2010-10-18 04:00:00+00:00,30.171720504760746,-0.006697568377224461,0.07068358175696741,0.1280865970428028,58.945116410221836,0.020866765591528495,0.024486069868991944,-0.0036193042774634483,0.048037979051686136,0.54008416951155,0.032101938272816974,0.1847389406341416,0.015059522222261283,-0.006476040838218144,0.7113487691450566,0,0,0,1
1,2010-10-19 04:00:00+00:00,29.98859977722168,-0.006069283570029449,0.06179940748256614,0.1215287639375192,56.11465283002569,0.018873918461032504,0.023363639587400058,-0.004489721126367554,0.04434592088885976,0.38835745345937944,0.03291725181305846,0.08982845517501235,0.024197188269711338,-0.0006779385151836158,0.9294018766050794,0,0,0,1
2,2010-10-20 04:00:00+00:00,30.097108840942383,0.003618343788199141,0.06319124085094815,0.12601305578834693,57.419424337480514,0.0172239739336774,0.022135706456655527,-0.004911732522978128,0.03722518577026304,0.43116361258472274,0.030994893925611923,0.17289607728943035,0.014420982175358999,0.0027113138529797002,0.681349608734084,0,0,0,1
3,2010-10-21 04:00:00+00:00,29.82584381103516,-0.009012992953602583,0.051182809251010035,0.11627806014469023,53.16398022344486,0.015206380032829285,0.02074984117189028,-0.005543461139060997,0.03452388418895312,0.154768137272742,0.032186829751849166,0.03891006566452605,0.0468394174632818,-0.010351014821953304,1.453797795710493,0,0,0,1
4,2010-10-22 04:00:00+00:00,29.96147918701172,0.004547578832501564,0.05287739861504528,0.12193555559339199,54.96134138630983,0.013630403855054039,0.019325953708523032,-0.005695549853468993,0.03515370348185335,0.3005151055677068,0.03103982982473812,0.009612735500001954,0.014938882816956182,0.007525697663352291,0.749501937419124,0,0,0,1
5,2010-10-25 04:00:00+00:00,30.063201904296875,0.003395116664642206,0.05315435363285773,0.12637599042788336,56.3153272190128,0.01252258613845764,0.017965280194509957,-0.005442694056052317,0.03524416307841111,0.4049457255171452,0.02929539339801737,-0.001805217625974711,0.006767408632281786,-0.0004508826100200995,0.6209401597708771,0,0,0,1
6,2010-10-26 04:00:00+00:00,29.798725128173828,-0.008797358876309391,0.041171955874464115,0.11712353276184898,51.943024903989915,0.010942546224295996,0.016560733400467167,-0.005618187176171172,0.035980893417637716,0.16722295243959387,0.030298486862844004,0.020509477671669392,0.017751538879657934,-0.0009095251465142889,0.9821619431588262,0,0,0,1
7,2010-10-27 04:00:00+00:00,30.164928436279297,0.012289227358899035,0.05120951438454331,0.13132651512085766,56.92938921648462,0.010346036064853044,0.015317793933344342,-0.004971757868491298,0.03580919709595843,0.4993671637348856,0.03052264574827493,0.01113953353418977,0.02405574878228583,0.022999080278936143,0.7182714008560186,0,0,0,1
8,2010-10-28 04:00:00+00:00,30.124256134033203,-0.0013483308051603915,0.047033079467572764,0.13031364969856965,56.23152867809279,0.009770475132063413,0.014208330173088157,-0.004437855041024744,0.03310039263565622,0.48267838074512626,0.029710247163934344,-0.14975729808933044,0.01125619136899374,-0.009587521065890087,0.8123099575064052,0,0,0,1
9,2010-10-29 04:00:00+00:00,30.62608528137207,0.016658640303218064,0.060854247050754554,0.14950883466376821,62.36208010619536,0.010353664888503896,0.013437397116171305,-0.0030837322276674097,0.035759469469798584,0.9208130306827651,0.03013302087524996,-0.017543325860535745,0.023915009625859796,0.013692494294009127,1.1514631424197204,0,0,0,1
10,2010-11-01 04:00:00+00:00,30.74137687683105,0.0037644901200972747,0.06154899936211028,0.15420163936122025,63.622730627084046,0.01107662404394234,0.012965242501725514,-0.0018886184577831741,0.037102405187250456,0.964201546967273,0.02916030650051194,0.07004522751460897,0.01897199593233621,-0.004173959244250823,0.7818562165056517,0,0,0,1
11,2010-11-02 04:00:00+00:00,30.77527618408203,0.0011027257297810955,0.05923073592219885,0.155947767779037,64.0044948483912,0.011622388556880813,0.012696671712756574,-0.0010742831558757607,0.0398821478270273,0.9279267781165285,0.028988933413310353,0.05059617035515781,0.0156456383376224,-0.008087408347207992,0.8973754535110423,0,0,0,1
12,2010-11-03 04:00:00+00:00,30.98551368713379,0.00683137664774236,0.06257778963055537,0.16413371691554426,66.36223688140694,0.012387422147118585,0.012634821799628977,-0.0002473996525103918,0.04525656804870439,1.0042931226418634,0.030175382853472,0.06893536597384388,0.024950742480040887,0.0106171101958986,1.9028361304157286,0,0,0,1
