,Date,Open,High,Low,Close,Adj Close,Volume,daily_return,sma50,sma200,rsi14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_bandwidth,bb_percent,atr,obv,price_change,hl_spread,hl_spread_pct,oc_spread,oc_spread_pct,volume_sma20,volume_ratio,price_vs_sma50,price_vs_sma200,rsi_overbought,rsi_oversold,macd_bullish,bb_squeeze
0,2010-10-18 04:00:00+00:00,44.77999877929688,44.79999923706055,44.130001068115234,44.4900016784668,30.171720504760746,12225400,-0.006697568377224461,28.179866600036622,26.745925874710082,58.945116410221836,0.6295862192659563,0.7414700467036602,-0.11188382743770398,30.113734626770018,30.837036103354425,29.39043315018561,0.048037979051686136,0.54008416951155,0.9685707092285156,-310007900,-0.20343971252441406,0.6699981689453125,0.015059522222261283,-0.28999710083008523,-0.006476040838218144,17186225.0,0.7113487691450566,0.07068358175696741,0.1280865970428028,0,0,0,1
1,2010-10-19 04:00:00+00:00,44.25,44.56999969482422,43.5,44.220001220703125,29.98859977722168,15934400,-0.006069283570029449,28.243187522888185,26.739037590026854,56.11465283002569,0.5660023869558195,0.7063765147540921,-0.14037412779827263,30.137808799743652,30.80605324214216,29.469564357345146,0.04434592088885976,0.38835745345937944,0.9871422903878349,-325942300,-0.18312072753906605,1.0699996948242188,0.024197188269711338,-0.029998779296875,-0.0006779385151836158,17144790.0,0.9294018766050794,0.06179940748256614,0.1215287639375192,0,0,0,1
2,2010-10-20 04:00:00+00:00,44.2599983215332,44.900001525878906,44.2599983215332,44.380001068115234,30.097108840942383,11523700,0.003618343788199141,28.30827388763428,26.72891640663147,57.419424337480514,0.5183918181554432,0.6687795754343624,-0.15038775727891918,30.17442922592163,30.736053592644925,29.612804859198338,0.03722518577026304,0.43116361258472274,0.932856695992606,-314418600,0.10850906372070312,0.6400032043457031,0.014420982175358999,0.12000274658203125,0.0027113138529797002,16913050.0,0.681349608734084,0.06319124085094815,0.12601305578834693,0,0,0,1
3,2010-10-21 04:00:00+00:00,44.43999862670898,44.5099983215332,42.45000076293945,43.97999954223633,29.82584381103516,24931600,-0.009012992953602583,28.3736030960083,26.71900924682617,53.16398022344486,0.45354311579040996,0.625732283505572,-0.17218916771516202,30.185618495941164,30.70668089450406,29.664556097378266,0.03452388418895312,0.154768137272742,0.9599993569510329,-339350200,-0.271265029907223,2.05999755859375,0.0468394174632818,-0.45999908447264914,-0.010351014821953304,17149290.0,1.453797795710493,0.051182809251010035,0.11627806014469023,0,0,0,1
4,2010-10-22 04:00:00+00:00,43.84999847412109,44.27000045776367,43.61000061035156,44.18000030517578,29.96147918701172,12473200,0.004547578832501564,28.456759757995606,26.705169506073,54.96134138630983,0.4083870614137659,0.5822632390872108,-0.17387617767344488,30.17307186126709,30.703419471940908,29.64272425059327,0.03515370348185335,0.3005151055677068,0.9299992152622768,-326877000,0.13563537597655895,0.6599998474121094,0.014938882816956182,0.3300018310546946,0.007525697663352291,16641985.0,0.749501937419124,0.05287739861504528,0.12193555559339199,0,0,0,1
5,2010-10-25 04:00:00+00:00,44.34999847412109,44.5,44.20000076293945,44.33000183105469,30.063201904296875,10215900,0.003395116664642206,28.545864906311035,26.69020128250122,56.3153272190128,0.37646903544440136,0.541104398358649,-0.16463536291424763,30.16425542831421,30.695812397041387,29.632698459587033,0.03524416307841111,0.4049457255171452,0.8807133265904018,-316661100,0.10172271728515625,0.2999992370605469,0.006767408632281786,-0.019996643066399145,-0.0004508826100200995,16452310.0,0.6209401597708771,0.05315435363285773,0.12637599042788336,0,0,0,1
6,2010-10-26 04:00:00+00:00,43.97999954223633,43.9900016784668,43.209999084472656,43.93999862670898,29.798725128173828,15805500,-0.008797358876309391,28.620368576049806,26.674512042999268,51.943024903989915,0.3260739271401327,0.49809830411494577,-0.17202437697481304,30.15984754562378,30.702436675639426,29.617258415608134,0.035980893417637716,0.16722295243959387,0.9028562818254743,-332466600,-0.2644767761230469,0.7800025939941406,0.017751538879657934,-0.040000915527350855,-0.0009095251465142889,16092560.0,0.9821619431588262,0.041171955874464115,0.11712353276184898,0,0,0,1
7,2010-10-27 04:00:00+00:00,43.47999954223633,44.5099983215332,43.43999862670898,44.47999954223633,30.164928436279297,11449300,0.012289227358899035,28.695448455810546,26.66332666397095,56.92938921648462,0.31208743749545675,0.460896130791048,-0.14880869329559127,30.165612030029298,30.705715203381065,29.62550885667753,0.03580919709595843,0.4993671637348856,0.9207134246826177,-321017300,0.36620330810546875,1.0699996948242259,0.02405574878228583,1.0,0.022999080278936143,15940075.0,0.7182714008560186,0.05120951438454331,0.13132651512085766,0,0,0,1
8,2010-10-28 04:00:00+00:00,44.84999847412109,44.90999984741211,44.40999984741211,44.41999816894531,30.124256134033203,11982900,-0.0013483308051603915,28.771064376831056,26.651236267089843,56.23152867809279,0.29432829542948014,0.4275825637187345,-0.13325426828925435,30.141537857055663,30.640386225911183,29.642689488200144,0.03310039263565622,0.48267838074512626,0.8949990953717918,-333000200,-0.04067230224609375,0.5,0.01125619136899374,-0.43000030517577414,-0.009587521065890087,14751635.0,0.8123099575064052,0.047033079467572764,0.13031364969856965,0,0,0,1
9,2010-10-29 04:00:00+00:00,44.54999923706055,45.630001068115234,44.54999923706055,45.15999984741211,30.62608528137207,16651700,0.016658640303218064,28.86926773071289,26.642757635116578,62.36208010619536,0.31709222385006797,0.4054844957450012,-0.08839227189493326,30.17205467224121,30.71152300618776,29.632586338294658,0.035759469469798584,0.9208130306827651,0.9228564671107701,-316348500,0.5018291473388672,1.0800018310546875,0.023915009625859796,0.6100006103515625,0.013692494294009127,14461340.0,1.1514631424197204,0.060854247050754554,0.14950883466376821,0,0,0,1
10,2010-11-01 04:00:00+00:00,45.52000045776367,46.0,45.13999938964844,45.33000183105469,30.74137687683105,11199500,0.0037644901200972747,28.958980598449706,26.63432092666626,63.622730627084046,0.3405106742577999,0.392489731447561,-0.05197905718976109,30.22088279724121,30.781516516571035,29.660249077911384,0.037102405187250456,0.964201546967273,0.896427971976144,-305149000,0.11529159545898082,0.8600006103515625,0.01897199593233621,-0.18999862670898438,-0.004173959244250823,14324245.0,0.7818562165056517,0.06154899936211028,0.15420163936122025,0,0,0,1
11,2010-11-02 04:00:00+00:00,45.75,45.93999862670898,45.22999954223633,45.380001068115234,30.77527618408203,12590900,0.0011027257297810955,29.05436477661133,26.62341417312622,64.0044948483912,0.3576822177567216,0.38552822870939313,-0.02784601095267153,30.258859157562256,30.862253304561804,29.655465010562708,0.0398821478270273,0.9279267781165285,0.8921424320765899,-292558100,0.033899307250980115,0.7099990844726491,0.0156456383376224,-0.3699989318847656,-0.008087408347207992,14030805.0,0.8973754535110423,0.05923073592219885,0.155947767779037,0,0,0,1
12,2010-11-03 04:00:00+00:00,45.209999084472656,45.7599983215332,44.619998931884766,45.68999862670898,30.98551368713379,27224200,0.00683137664774236,29.160701446533203,26.616799459457397,66.36223688140694,0.38383063848784715,0.385188710665084,-0.0013580721772368243,30.2941237449646,30.979627781334532,29.60861970859467,0.04525656804870439,1.0042931226418634,0.9349997384207589,-265333900,0.2102375030517578,1.1399993896484375,0.024950742480040887,0.479999542236321,0.0106171101958986,14307170.0,1.9028361304157286,0.06257778963055537,0.16413371691554426,0,0,0,1
13,2010-11-04 04:00:00+00:00,48.61000061035156,49.45000076293945,48.060001373291016,48.34000015258789,32.78267288208008,58099900,0.0579999806713718,29.2947078704834,26.620039262771606,79.0155934708162,0.5433062812388592,0.41681222477983904,0.12649405645902012,30.422636795043946,31.72752540667705,29.117748183410843,0.08578405747168362,1.404305572903454,1.1307144165039067,-207234000,1.797159194946289,1.3899993896484375,0.028754641813422164,-0.2700004577636719,-0.005554422019615752,16613915.0,3.497062552685505,0.11906467977142939,0.23150355108329904,1,0,1,0
14,2010-11-05 04:00:00+00:00,47.869998931884766,48.36000061035156,47.400001525878906,48.33000183105469,32.775882720947266,20629500,-0.00020712652556542643,29.431019554138185,26.627621955871582,78.89483838116749,0.6615183955404369,0.46575345893195863,0.19576493660847827,30.543689346313478,32.218775036158895,28.868603656468057,0.10968456828203017,1.166292294228775,1.1514287676130028,-227863500,-0.0067901611328125,0.9599990844726562,0.019863419162045304,0.4600028991699219,0.009609419457570278,17027895.0,1.2115120512547206,0.11365094439410175,0.23089785393772078,1,0,1,0
15,2010-11-08 05:00:00+00:00,48.02000045776367,48.33000183105469,47.58000183105469,47.79999923706055,32.41645431518555,18567300,-0.010966246395921031,29.555260047912597,26.632973165512084,72.57244662615378,0.7179237017781723,0.5161875075012015,0.20173619427697087,30.666438102722168,32.51291509758141,28.819961107862927,0.12042331024386799,0.9738797768224513,1.12857164655413,-246430800,-0.35942840576171875,0.75,0.01569037681947296,-0.220001220703125,-0.004581449783546516,17407695.0,1.0666145058263026,0.0968082927585348,0.217154919720442,1,0,1,0
16,2010-11-09 05:00:00+00:00,47.86000061035156,48.2400016784668,47.38999938964844,47.91999816894531,32.49782943725586,17430300,0.002510302986227453,29.685875358581544,26.638798036575317,73.09807655322558,0.7604258893172933,0.5650351838644199,0.1953907054528734,30.772571563720703,32.785105045488656,28.76003808195275,0.130800474546016,0.9286283654817923,1.1407146453857426,-229000500,0.0813751220703125,0.8500022888183594,0.017737944935256815,0.05999755859375,0.0012536054707189708,17593570.0,0.9907199050562222,0.09472363690503201,0.21994353471339204,1,0,1,0
