Date,Predicted_Return,Predicted_Return_Centered,Actual_Return,Signal,Buy_Threshold,Sell_Threshold,Signal_Label,Is_Buy_Win,Is_Buy_Loss,Is_Sell_Win,Is_Sell_Loss
2023-02-15 05:00:00,0.0100903595,0.002176337,0.03953625258702598,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-16 05:00:00,0.009313264,0.0013992414,0.058358279425563486,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-17 05:00:00,0.008456463,0.00054244045,0.09879355583547933,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-21 05:00:00,0.0076056095,-0.00030841306,0.12398945901029723,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-22 05:00:00,0.005375895,-0.0025381274,0.09366872268677517,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-23 05:00:00,0.0040959697,-0.0038180528,-0.01479053552244991,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2023-02-24 05:00:00,0.0054169223,-0.0024971003,0.025938310615764903,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-27 05:00:00,0.0065507945,-0.0013632281,0.0022553471167772177,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-02-28 05:00:00,0.0069521945,-0.00096182805,0.0032715447972850864,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-01 05:00:00,0.0058932076,-0.002020815,0.065516866919479,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-02 05:00:00,0.0041685286,-0.003745494,0.005403722832135527,0,0.0024010732,-0.002918269,SELL,False,False,False,True
2023-03-03 05:00:00,0.0023448905,-0.005569132,-0.0385559040189043,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2023-03-06 05:00:00,0.0042194594,-0.0036945632,-0.02479846565512356,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2023-03-07 05:00:00,0.0059850453,-0.0019289772,0.03327904140176474,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-08 05:00:00,0.0076597766,-0.00025424594,0.0019438270839382543,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-09 05:00:00,0.00859338,0.0006793579,0.08981893068272084,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-10 05:00:00,0.008997083,0.0010830602,0.12018303820984966,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-13 04:00:00,0.0096455095,0.001731487,0.12775410843452706,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-14 04:00:00,0.010258976,0.0023449538,0.0887668818616556,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2023-03-15 04:00:00,0.011072639,0.0031586168,0.09245509459496293,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-16 04:00:00,0.0115998555,0.003685833,0.06460195464493679,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-17 04:00:00,0.011651074,0.003737051,0.04097168990161104,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-20 04:00:00,0.011078994,0.0031649712,0.024363081278643728,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-21 04:00:00,0.011058804,0.003144781,0.008053603741944748,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-22 04:00:00,0.0113685345,0.003454512,0.019495096150954128,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-23 04:00:00,0.010831391,0.002917369,0.007061321988265146,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-24 04:00:00,0.010885535,0.0029715123,0.03726801541660696,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-27 04:00:00,0.011131986,0.0032179635,0.0540498517232566,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-28 04:00:00,0.011362876,0.0034488533,0.03949281768067592,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2023-03-29 04:00:00,0.011406372,0.0034923498,-0.003816948070051729,2,0.0024010732,-0.002918269,BUY,False,True,False,False
2023-03-30 04:00:00,0.010876759,0.0029627364,-0.012635575740848726,2,0.0024010732,-0.002918269,BUY,False,True,False,False
2023-03-31 04:00:00,0.010852157,0.0029381346,-0.007128074708539711,2,0.0024010732,-0.002918269,BUY,False,True,False,False
2023-04-03 04:00:00,0.010962242,0.0030482197,-0.02846417214903496,2,0.0024010732,-0.002918269,BUY,False,True,False,False
2023-04-04 04:00:00,0.010952771,0.0030387482,-0.034895875742203764,2,0.0024010732,-0.002918269,BUY,False,True,False,False
