Date,Predicted_Return,Predicted_Return_Centered,Actual_Return,Signal,Buy_Threshold,Sell_Threshold,Signal_Label,Is_Buy_Win,Is_Buy_Loss,Is_Sell_Win,Is_Sell_Loss
2024-02-14 05:00:00,0.010428481,0.002462836,0.06276043095069639,2,0.0024010732,-0.002918269,BUY,True,False,False,False
2024-02-15 05:00:00,0.009391266,0.0014256211,0.08476699249757846,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-16 05:00:00,0.008554128,0.0005884832,0.08922670191672166,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-20 05:00:00,0.008143711,0.00017806608,0.13317088263596588,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-21 05:00:00,0.0076800864,-0.0002855584,0.15104042804165196,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-22 05:00:00,0.007274586,-0.00069105905,0.007308520798467999,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-23 05:00:00,0.0072597433,-0.00070590153,0.04392447421052892,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-26 05:00:00,0.007523363,-0.00044228183,0.07769412842959977,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-27 05:00:00,0.0077103716,-0.0002552732,0.09233742069281381,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-28 05:00:00,0.008082925,0.00011728052,0.1421675548815351,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-02-29 05:00:00,0.007733319,-0.00023232587,0.1714194736478991,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-01 05:00:00,0.007946824,-1.8821098e-05,0.06384497314460646,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-04 05:00:00,0.008349975,0.00038432982,0.006347235791485328,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-05 05:00:00,0.008312352,0.00034670718,0.06920322803008316,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-06 05:00:00,0.008362419,0.00039677415,0.024667392646468222,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-07 05:00:00,0.008316045,0.00035039987,-0.050987976475020846,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-08 05:00:00,0.0080272,6.1554834e-05,0.003530508862289672,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-11 04:00:00,0.0069760773,-0.0009895675,0.031256663352566605,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-12 04:00:00,0.0057586883,-0.0022069565,-0.027362751687411313,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-13 04:00:00,0.0053476724,-0.0026179724,-0.005677261483503782,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-14 04:00:00,0.006038062,-0.001927583,0.03969571700382879,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-15 04:00:00,0.0071487227,-0.00081692217,0.07345411555402892,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-18 04:00:00,0.0082202265,0.00025458168,0.07401496471109681,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-19 04:00:00,0.0078088273,-0.00015681749,0.03538116055876217,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-20 04:00:00,0.0067961426,-0.0011695023,-0.001349922406068127,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-21 04:00:00,0.0054303026,-0.0025353422,-0.011800602682015437,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2024-03-22 04:00:00,0.0025704084,-0.0053952364,-0.04163800139665763,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2024-03-25 04:00:00,0.0023133587,-0.005652286,-0.05841985281403661,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2024-03-26 04:00:00,0.0034634883,-0.0045021567,-0.03886097359633911,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2024-03-27 04:00:00,0.004815925,-0.00314972,-0.04814425718482551,0,0.0024010732,-0.002918269,SELL,False,False,True,False
