Date,Predicted_Return,Predicted_Return_Centered,Actual_Return,Signal,Buy_Threshold,Sell_Threshold,Signal_Label,Is_Buy_Win,Is_Buy_Loss,Is_Sell_Win,Is_Sell_Loss
2025-02-18 05:00:00,0.0063968045,-0.00021772878,-0.09160684840614808,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-02-19 05:00:00,0.0053874287,-0.0012271046,-0.05709968404142829,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-02-20 05:00:00,0.0046736845,-0.0019408488,-0.14245945799324555,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-02-21 05:00:00,0.0032983003,-0.003316233,-0.07074314838500184,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-02-24 05:00:00,0.001595298,-0.0050192354,-0.12450115374305737,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-02-25 05:00:00,0.0008540739,-0.005760459,-0.0840243380550324,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-02-26 05:00:00,0.0006377397,-0.0059767934,-0.10649002571032418,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-02-27 05:00:00,0.0011145286,-0.0055000046,-0.07973370164307092,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-02-28 05:00:00,0.0018478398,-0.0047666933,-0.09790258876576496,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-03-03 05:00:00,0.0026822442,-0.003932289,-0.06207259421661382,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-03-04 05:00:00,0.0035079685,-0.0031065647,-0.06233299760692956,0,0.0024010732,-0.002918269,SELL,False,False,True,False
2025-03-05 05:00:00,0.0044880905,-0.0021264427,-0.013208448551030205,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-06 05:00:00,0.0058923448,-0.0007221885,0.04540686555865592,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-07 05:00:00,0.0065626637,-5.1869545e-05,0.0797869361421304,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-10 04:00:00,0.00752015,0.0009056167,0.11741445863990996,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-11 04:00:00,0.008236963,0.00162243,0.06142535813092409,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-12 04:00:00,0.008525881,0.0019113477,0.015379244596348096,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-13 04:00:00,0.008779765,0.0021652319,0.02552336495306906,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-14 04:00:00,0.00859597,0.0019814372,-0.03262928046773861,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-17 04:00:00,0.00804739,0.0014328565,0.015728291907537217,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
2025-03-18 04:00:00,0.007174931,0.00056039775,0.04556877006153637,1,0.0024010732,-0.002918269,NO_TRADE,False,False,False,False
